,GeneA,GeneB,IdMethodA,IdMethodB,Negative,PubMedId,UTCDate
853,ERBB2,PIK3R1,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
854,ITK,ERBB2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
855,FGR,ERBB2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
856,BMX,ERBB2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
857,ABL2,ERBB2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
858,ABL1,ERBB2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
859,SYK,ERBB2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
860,ERBB2,PIK3R3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
861,FGR,ERBB2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
862,ERBB2,ABL2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
863,PIK3R3,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
864,ABL2,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
865,EGFR,PIK3R3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
866,ABL2,EGFR,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
867,SYK,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
868,ERBB3,PIK3R3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
869,PIK3R3,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
870,ERBB3,PIK3R3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
871,PIK3R2,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
872,PIK3R2,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
873,PIK3R1,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
874,PIK3R1,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
875,ABL2,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
876,BLK,EGFR,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
877,PIK3R3,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
878,ERBB3,PIK3R3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
879,ERBB3,PIK3R2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
880,PIK3R2,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
881,PIK3R1,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
882,ERBB3,ABL2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
883,ERBB2,MATK,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
884,JAK1,ERBB2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
885,ERBB2,FER,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
886,SYK,EGFR,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
887,EGFR,ABL2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
888,ERBB4,SYK,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
889,ABL2,ERBB4,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
890,TXK,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
891,ERBB3,SYK,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
892,SRC,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
893,ERBB3,PTK6,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
894,PIK3R3,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
895,ERBB3,PIK3R3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
896,ERBB3,PIK3R3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
897,ERBB3,PIK3R2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
898,ERBB3,PIK3R2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
899,PIK3R2,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
900,ERBB3,PIK3R1,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
901,PIK3R1,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
902,ERBB3,JAK3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
903,ERBB3,JAK2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
904,HCK,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
905,ERBB3,ABL2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
906,ERBB3,ZAP70,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
907,ERBB4,ABL2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
908,EGFR,ABL2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
909,ABL1,EGFR,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
910,EGFR,SYK,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
911,MAPK8IP2,EGFR,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
912,EGFR,MAPK8IP1,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
913,FES,EGFR,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
914,EGFR,ZAP70,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
915,ABL2,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
916,ERBB2,ABL2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
917,EGFR,SYK,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
918,BMX,EGFR,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
919,ABL2,EGFR,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
920,ERBB3,SYK,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
921,ERBB3,ABL2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
922,TEC,ERBB2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
923,SYK,ERBB2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
924,SYK,ERBB2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
925,ERBB2,PIK3R3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
926,ERBB2,PIK3R1,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
927,ERBB2,MAPK8IP2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
928,MAPK8IP1,ERBB2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
929,DOK1,ERBB2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
930,ABL2,ERBB2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
931,ABL1,ERBB2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
932,ERBB3,SYK,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
933,SRC,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
934,PIK3R3,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
935,ERBB3,PIK3R3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
936,PIK3R3,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
937,ERBB3,PIK3R2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
938,PIK3R2,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
939,PIK3R1,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
940,ERBB3,PIK3R1,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
941,ERBB3,PIK3R1,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
942,ITK,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
943,HCK,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
944,ERBB3,FGFR1,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
945,ERBB3,FER,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
946,ERBB3,ABL2,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
947,ABL1,ERBB3,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
948,SYK,EGFR,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
949,ABL2,EGFR,nucleotide sequence identification,nucleotide sequence identification,False,16273093,1137042000.0
950,TSSK2,TSKS,predetermined participant,predetermined participant,False,15044604,1083643200.0
951,TSKS,TSSK2,monoclonal antibody western blot,monoclonal antibody western blot,False,15044604,1083643200.0
952,TSKS,TSSK2,monoclonal antibody western blot,monoclonal antibody western blot,False,15044604,1083643200.0
953,TSKS,TSSK2,predetermined participant,predetermined participant,False,15044604,1083643200.0
954,TSSK2,TSKS,predetermined participant,predetermined participant,False,15044604,1083643200.0
955,IKBKB,CHUK,peptide massfingerprinting,peptide massfingerprinting,False,14743216,1075698000.0
956,CHUK,IKBKG,peptide massfingerprinting,peptide massfingerprinting,False,14743216,1075698000.0
957,IKBKB,IKBKG,peptide massfingerprinting,peptide massfingerprinting,False,14743216,1075698000.0
958,TBK1,IKBKG,peptide massfingerprinting,peptide massfingerprinting,False,14743216,1075698000.0
959,MARK2,MAP3K3,peptide massfingerprinting,peptide massfingerprinting,False,14743216,1075698000.0
960,MAP3K3,MAP2K5,peptide massfingerprinting,peptide massfingerprinting,False,14743216,1075698000.0
961,CHUK,MAP3K14,peptide massfingerprinting,peptide massfingerprinting,False,14743216,1075698000.0
962,IKBKB,MAP3K14,peptide massfingerprinting,peptide massfingerprinting,False,14743216,1075698000.0
963,IKBKG,MAP3K14,peptide massfingerprinting,peptide massfingerprinting,False,14743216,1075698000.0
964,TAB1,TAB2,peptide massfingerprinting,peptide massfingerprinting,False,14743216,1075698000.0
965,TAB1,MAP3K7,peptide massfingerprinting,peptide massfingerprinting,False,14743216,1075698000.0
966,MAP3K7,TAB2,peptide massfingerprinting,peptide massfingerprinting,False,14743216,1075698000.0
967,TAB3,MAP3K7,peptide massfingerprinting,peptide massfingerprinting,False,14743216,1075698000.0
968,MAST2,STK36,nucleotide sequence identification,nucleotide sequence identification,False,12421765,1036645200.0
969,ATM,TP53,inferred by author,monoclonal antibody western blot,False,10864201,963201600.0
970,CSNK2A2,CSNK2B,full identification by DNA sequencing,full identification by DNA sequencing,False,14667819,1071118800.0
971,CSNK2B,LYN,full identification by DNA sequencing,full identification by DNA sequencing,False,14667819,1071118800.0
972,CSNK2A1,CSNK2B,full identification by DNA sequencing,full identification by DNA sequencing,False,14667819,1071118800.0
973,CSNK2B,CSNK2B,full identification by DNA sequencing,full identification by DNA sequencing,False,14667819,1071118800.0
974,STK11,STRADB,de novo protein sequencing by mass spectrometry,de novo protein sequencing by mass spectrometry,False,14676191,1079931600.0
975,STK11,STRADA,de novo protein sequencing by mass spectrometry,de novo protein sequencing by mass spectrometry,False,14676191,1079931600.0
